year	session	type	session_title	n_participants
2016	1113385	Full Panel	Political Participation in Historical Perspective	7
2016	1113650	Full Panel	In the Spotlight: Celebrities in US and International Politics	6
2016	1113661	Roundtable	Roundtable on David Walsh’s Politics of the Person as the Politics of Being	7
2016	1113665	Full Panel	Transforming and Gendering the Executive Branch	7
2016	1113705	Full Panel	Institutional Change under Authoritarian Rule	6
2016	1113801	Full Panel	Proportional Representation in New Zealand after Twenty Years	8
2016	1113837	Author meet critics	"Authors Meet Critics:  ""Who Governs?""  by Jacobs and Druckman"	8
2016	1113842	Full Panel	French Liberalism and the Big Picture	6
2016	1113847	Roundtable	Reimagining Debt: Indebtedness, Sabbath, and Eternity	4
2016	1113993	Full Panel	Representing the Real: Voegelinian Perspectives	7
2016	1114239	Full Panel	Dynamics of Coalition Governments	8
2016	1114252	Roundtable	In Memoriam:  Sheldon S. Wolin	10
2016	1114474	Full Panel	The Politics of Central Banking in Advanced Economies	7
2016	1114586	Full Panel	Deliberative Democracy in Everyday Politics	8
2016	1114649	Roundtable	The Poitical Theory of Sheldon Wolin (1922-2015)	5
2016	1114675	Roundtable	The Life and Work of Richard E. Flathman	7
2016	1114706	Roundtable	Land and Conflict	6
2016	1114786	Full Panel	The Judicialization of International Relations	6
2016	1114965	Full Panel	The Rise of the Radical Right in Europe after the Migrant Crisis and Paris	5
2016	1115004	Full Panel	Challenges for Political Leaders in Central and Eastern Europe	4
2016	1115023	Roundtable	The 'Anxieties of Democracy:' Diagnoses and Prescriptions	6
2016	1115205	Short Course / Workshop	A Political Primer on the Periodic State Constitutional Convention Referendum	8
2016	1115472	Roundtable	Cyber and Conflict: Transformative Change or Status Quo Dynamics?	8
2016	1115512	Full Panel	Great Transformations in World Pol. 1: Protean and Control Power in Interaction	7
2016	1115518	Full Panel	Great Transformations in World Pol. 2: Protean and Control Power in Interaction	8
2016	1115772	Full Panel	Formal Models of Authoritarian Politics	7
2016	1115848	Author meet critics	Author-meets-critics on David Miller's Strangers in Our Midst	5
2016	1115892	Roundtable	Teaching Political Science Students about Analytics, Policy and Governance	7
2016	1115911	Full Panel	Unions and Politics in Advanced Industrial Societies	7
2016	1115933	Mini-conference	Great Powers and Democracy: Congruities and Tensions	15
2016	1115993	Roundtable	After Marriage Equality: What is Next for the LGBT Movement?	7
2016	1116012	Roundtable	Stability and Change in the Global Order: The Role of the United States	6
2016	1116120	Full Panel	Problems of Authoritarian Stability	7
2016	1116187	Full Panel	Precarious Relations between State and Society in Africa's Sahel	7
2016	1116194	Roundtable	Terrorism and Political Transformations	6
2016	1116246	Roundtable	The Past, Present, and Future of Digital Politics Research: A Roundtable	7
2016	1116283	Full Panel	Comparative Perspectives on Political Behaviour:  Novel insights using the CSES	5
2016	1116314	Full Panel	Methodological Challenges and Advances using the CSES	5
2016	1116343	Author meet critics	Dynamic De/Centralization in Federations	10
2016	1116403	Full Panel	Democracy and Comparative Political Thought	7
2016	1116465	Full Panel	Primaries, Candidates, and Ballots: Electoral Competition in the United States	8
2016	1116477	Full Panel	China and its Neighbors	7
2016	1116483	Roundtable	Feminist Transformations of Political Theory: The Oxford Handbook	8
2016	1116543	Mini-conference	Global Assessment Power Mini-conference	19
2016	1116559	Roundtable	United States Foreign Policy on Transitional Justice	5
2016	1116565	Full Panel	Communication and the Dynamics of Authoritarian Regimes	7
2016	1116582	Full Panel	Energy Politics and Policy	7
2016	1116583	Full Panel	Why So Much Talk? Diplomacy, Rhetoric and Credible Communication	8
2016	1116606	Roundtable	The First Amendment in a Diverse Age	6
2016	1116664	Full Panel	Rebel Groups and the Laws of War	7
2016	1116670	Full Panel	Wealthy Donors, Organized Interests, and American Democracy	7
2016	1116741	Full Panel	NGO-State Relations	8
2016	1116766	Roundtable	Putting the Political Back into Political Philosophy: Five New Works	6
2016	1116771	Full Panel	"Transforming Violence: ""Divine"" Violence, Peace, and Diplomacy."	6
2016	1116955	Full Panel	Armed and Unarmed Politics in Comparative Perspective	7
2016	1116971	Full Panel	Varieties of Collective Action: Explaining Labor Mobilization in Latin America	6
2016	1116999	Full Panel	Transforming German Politics: New Impulses in the New Millennium	6
2016	1117021	Author meet critics	Obamacare Wars: Federalism, State Politics, and the Affordable Care Act	9
2016	1117057	Full Panel	The Impact of International Economic Institutions and Events	8
2016	1117082	Full Panel	Immigration and Identity: Processes of Assimilation and Discrimination	8
2016	1117120	Mini-conference	Chinese Politics: Contestation from Within and Below	34
2016	1117155	Full Panel	Politics and Identity Change in Comparative Perspective	8
2016	1117177	Author meet critics	Author Meets Critics: A Panel on Globalizing India	6
2016	1117241	Full Panel	Machiavelli in Context(s)	6
2016	1117284	Full Panel	Gender and the ‘Great Man’ I: Recovering the Wives of the Canon	7
2016	1117310	Full Panel	The Great Transformation: The Origins of the State in Europe and China	8
2016	1117330	Full Panel	The Effects of Contexts and Policies on Immigrant Integration	8
2016	1117386	Full Panel	Transitions from Clientelistic to Programmatic Party Competition	6
2016	1117448	Full Panel	Unequal Responsiveness: New Evidence	8
2016	1117491	Full Panel	Action and skepticism: the political theory of Hannah Arendt and Stanley Cavell	6
2016	1117522	Full Panel	Concentrated Power and Democratic Institutions	7
2016	1117597	Full Panel	Categorical Precision in the Study of Immigrant Integration	6
2016	1117619	Full Panel	How Does Electoral Context Affect Voter and Candidate Behavior?	8
2016	1117625	Full Panel	Transformations for Understanding State Capitalism	6
2016	1117675	Full Panel	Variations in State-Level Inequality Policy and Politics	8
2016	1117704	Full Panel	Status, Power Transition, and Conflict	7
2016	1117778	Full Panel	The Practical Politics of Grand Strategic Issues and Choices	7
2016	1117789	Roundtable	Transformations and Varieties of Global Governance	8
2016	1117794	Full Panel	Assessing Deliberation	6
2016	1117844	Full Panel	The Politics of Religion as Identity, Ideology, and Institution	8
2016	1117860	Full Panel	New Directions in Policy Feedback Research	8
2016	1117878	Full Panel	New Materialisms	6
2016	1117998	Full Panel	How Cultural Frameworks Shape the Politics of Crisis	6
2016	1118040	Full Panel	Complexity, Process and Disruption: Political Theory under Pressure	8
2016	1118065	Roundtable	A Roundtable About Policy Feedback, Path Dependency, & Political Behavior	7
2016	1118089	Full Panel	Revisiting Dependency and the International Constraints on National Development	7
2016	1118110	Full Panel	Beyond the Social Contract: Liberalism Without Consent	6
2016	1118153	Full Panel	The Causes and Consequences of Religion during Conflict	6
2016	1118167	Roundtable	The Instrumental Uses of Norms in International Relations	8
2016	1118239	Full Panel	Political Theology and Civil Religion	6
2016	1118281	Full Panel	Media, Technology and Human Right Advocacy	7
2016	1118286	Short Course / Workshop	Simulations and Games for International Relations	3
2016	1118368	Author meet critics	Author Meets Critic:  Patricia Strach’s Hiding Politics in Plain Sight	6
2016	1118410	Full Panel	Conditions of Agonistic Politics 2	6
2016	1118437	Full Panel	The Politics of Informality	7
2016	1118458	Full Panel	Targeted Surveys: How to Study the Understudied	6
2016	1118534	Full Panel	Critiques of Liberalism in American Political Thought	7
2016	1118546	Full Panel	Beyond Secular Democracy: Political Institutions and the Regulation of Religion	7
2016	1118573	Full Panel	Contemporary Politics of Sovereign Debt	7
2016	1118631	Full Panel	Urbanization in Sub-Saharan Africa: A Great Transformation in the Making	8
2016	1118660	Full Panel	Houellebecq’s Submission:  Politics, Literature and the Clash of Civilizations	6
2016	1118683	Full Panel	Religious Political Parties: Normative and Empirical Perspectives	6
2016	1118768	Full Panel	Free Movement and “Internal” Border Politics: Europe in Comparative Perspective	7
2016	1118783	Full Panel	Nuclear Proliferation, Non-Proliferation, and the Nuclear Revolution	8
2016	1118793	Full Panel	Comparing American and French Presidential Campaigns	8
2016	1118817	Author meet critics	Thomas West on Morality and the Family in Locke and the Founders	5
2016	1118824	Full Panel	Hobbes, Rousseau, and Burke on Religion and the State	6
2016	1118832	Full Panel	The Causes and Effects of Government-Sponsored Mass Killing	7
2016	1118855	Full Panel	Freedom of Religion and Speech in the American Social Compact	7
2016	1118860	Roundtable	Supreme Court Roundtable	5
2016	1118861	Roundtable	Do Administrative Agencies Get Too Much Deference? 30 Years of Chevron	4
2016	1118862	Roundtable	Presidential Election Roundtable	5
2016	1118866	Roundtable	Guns on Campus? The Profession and ‘Campus Carry’	4
2016	1118868	Roundtable	Strauss on Philosophy, Religion, and Morality	5
2016	1118869	Roundtable	Roundtable on the Campus Protests	5
2016	1118873	Roundtable	Congress as Enabler of the Administrative State: Can It Be Reformed?	5
2016	1118880	Full Panel	Machiavelli on War, Peace, and Republicanism	6
2016	1118886	Full Panel	The Imperial Presidency Revisited	6
2016	1118931	Full Panel	Distributive Conflicts and Global Financial (Im)prudence	7
2016	1118980	Roundtable	Lotteries and the Transformation of Democratic Theory	7
2016	1119031	Full Panel	The Domestication of International Law	8
2016	1119078	Full Panel	The Origins of Colonialism: Investments, Institutions and Their Long-term Impact	8
2016	1119089	Full Panel	The Politics of Foreign Direct Investment	8
2016	1119102	Full Panel	Explaining Leaders' Influence in International Politics	7
2016	1119178	Author meet critics	"""Caught: The Prison State and the Lockdown of American Politics"""	7
2016	1119180	Roundtable	Roundtable on the Oxford Handbook of Comparative Regionalism	7
2016	1119202	Full Panel	The Challenge of Spiritual Discernment	6
2016	1119320	Full Panel	Policing in Comparative Perspective: Police Violence, Corruption and Democracy	7
2016	1119362	Author meet critics	How to Build a National Identity Database (like a Constructivist)	5
2016	1119389	Full Panel	Markets, Justice and Citizenship	7
2016	1119490	Author meet critics	Community, Scale and Regional Governance	10
2016	1119593	Full Panel	Political Implications of Social Policies	5
2016	1119599	Full Panel	Theory Meets Crisis: What does the Eurocrisis Say to Comparative Politics?	7
2016	1119608	Full Panel	How Autocrats Hold Power: Formal Theories and Empirical Tests	7
2016	1119679	Full Panel	Local Governance in a Globalized World	7
2016	1119769	Full Panel	Competing and Governing in Multiethnic Societies	7
2016	1119791	Full Panel	Conflict, Cooptation, and Manipulation: The Politics of Non-Democratic Elections	7
2016	1119809	Full Panel	Elections, Parties, and Institutions in Africa	7
2016	1119950	Full Panel	Legacies of Historical and Colonial Past in South Asia	8
2016	1119997	Full Panel	Popular Support for Authoritarian Regimes	6
2016	1120254	Full Panel	Non-state Provision and Citizen Claim-Making in Local Public Goods	5
2016	1120333	Full Panel	Party Competition and Voter Responses	6
2016	1120366	Full Panel	Leader Survival, Coups and Mass Protests	6
2016	1120449	Roundtable	Party and Procedures in the United States Congress: A View in 2016	8
2016	1120484	Teaching Café	Using Simulations to Teach International Politics	5
2016	1120504	Full Panel	Corruption and corruption control in the Asia-Pacific region	7
2016	1120633	Full Panel	New Theories and Evidence on Property Rights	6
2016	1120740	Full Panel	Race and Citizenship After Ferguson	6
2016	1120777	Roundtable	Higher Education Disrupted: The Politics and Policies of Transformation	8
2016	1120855	Full Panel	Dictators, Rebels, and Militias’ Participation in Politics: Causes and Effects	7
2016	1120898	Full Panel	Home Is Where the Politics Is	6
2016	1120934	Full Panel	Understanding the Post-decentralization Scenario in Latin America	8
2016	1121001	Full Panel	Estimating Sub-National Preferences: Complex Applications & Improvements of MRP	8
2016	1121079	Full Panel	Methodological Advances in Modeling Legislative Speech	6
2016	1121118	Full Panel	Conditions of Agonistic Politics 1	5
2016	1121205	Full Panel	Re-Imagining the Cambridge School in 2016	6
2016	1121210	Roundtable	Martha Derthick's Federalism Scholarship	5
2016	1121395	Full Panel	Women, the State, and War: New Research on Women in Combat	7
