year	pid	full_name	first_name	affiliation
2019	10215665	Sam Nesfield	Sam	
2019	10029205	Sam Opondo	Sam	Vassar College
2019	10115782	Sam R. Bell	Sam	Kansas State University
2020	11309784	Sam R. Bell	Sam	Kansas State University
2018	9041401	Sam Rosenfeld	Sam	Colgate University
2019	10110799	Sam Rosenfeld	Sam	Colgate University
2021	13074360	Sam Rosenfeld	Sam	Colgate University
2018	8971196	Sam Rowan	Sam	University of Oxford
2020	11196219	Sam Stevens	Sam	UC Berkeley
2021	13107640	Sam Stevens	Sam	UC Berkeley
2018	8971139	Sam Trachtman	Sam	University of California, Berkeley
2019	10118811	Sam Trachtman	Sam	University of California, Berkeley
2020	11287438	Sam Trachtman	Sam	University of California, Berkeley
2021	13107705	Sam Trachtman	Sam	University of California, Berkeley
2020	11212197	Sam van Noort	Sam	University of Cambridge
2021	13109054	Sam van Noort	Sam	University of Cambridge
2019	10109228	Sam Whitt	Sam	High Point University
2020	11279184	Sam Whitt	Sam	High Point University
2020	11282686	Samad Karimov	Samad	University of Houston
2021	13095256	Samah Rafiq	Samah	Jawaharlal Nehru University
2015	5476197	Samantha Ann Majic	Samantha	CUNY-John Jay College
2016	6863467	Samantha Ann Majic	Samantha	CUNY-John Jay College
2017	7860391	Samantha Ann Majic	Samantha	CUNY-John Jay College
2018	9035352	Samantha Ann Majic	Samantha	CUNY-John Jay College
2019	10110852	Samantha Ann Majic	Samantha	CUNY-John Jay College
2020	11280555	Samantha Ann Majic	Samantha	CUNY-John Jay College
2021	13102033	Samantha Ann Majic	Samantha	CUNY-John Jay College
2021	13385730	Samantha Bradshaw	Samantha	Stanford University
2021	13103959	Samantha Chapa	Samantha	University of Houston
2019	10090180	Samantha Davis	Samantha	
2017	7898012	Samantha Frost	Samantha	University of Illinois, Urbana-Champaign
2021	13033533	Samantha Frost	Samantha	University of Illinois, Urbana-Champaign
2018	8971290	Samantha Godwin	Samantha	Yale University
2018	8953599	Samantha Guthrie	Samantha	American University
2016	7389958	Samantha Harris	Samantha	Foundation for Individual Rights in Education
2021	13321694	Samantha Howell	Samantha	
2021	13375936	Samantha Jeffries	Samantha	Griffith University
2018	9049684	Samantha Mosier	Samantha	East Carolina University
2019	10011941	Samantha Mosier	Samantha	East Carolina University
2018	8971287	Samantha Moya	Samantha	University of Colorado, Boulder
2021	13095036	Samantha Moya	Samantha	University of Colorado, Boulder
2021	13336478	Samantha Pearl	Samantha	Center for Justice and Peacebuilding Studies
2020	11286323	Samantha Rose Hill	Samantha	Bard College
2020	11309078	Samantha Ruth Acuna	Samantha	
2018	9021861	Samantha Vortherms	Samantha	University of California, Irvine
2019	10108399	Samantha Vortherms	Samantha	University of California, Irvine
2020	11278497	Samantha Vortherms	Samantha	University of California, Irvine
2021	13072538	Samantha Vortherms	Samantha	University of California, Irvine
2019	10041571	Samantha Zuhlke	Samantha	Texas A&M University
2020	11216168	Samantha Zuhlke	Samantha	Texas A&M University
2016	6868501	Samara Klar	Samara	University of Arizona
2018	8978342	Samara Klar	Samara	University of Arizona
2019	10043478	Samara Klar	Samara	University of Arizona
2020	11303892	Samara Klar	Samara	University of Arizona
2021	13092785	Samara Klar	Samara	University of Arizona
2020	11307085	Sambuddha Ghatak	Sambuddha	San Jose State University
2021	13385989	Sameen A. Mohsin Ali	Sameen A. Mohsin	Lahore University of Management Sciences
2018	9047155	Sameer Prem Lalwani	Sameer	Stimson Center
2020	11305200	Sameer Prem Lalwani	Sameer	Henry L. Stimson Center
2021	13093946	Sameer Prem Lalwani	Sameer	Henry L. Stimson Center
2019	10012152	Samer Anabtawi	Samer	The George Washington University
2021	13375910	Samer Halabi	Samer	The Acedemic College of Tel Aviv Yaffo
2019	10037621	Samer S. Shehata	Samer	University of Oklahoma
2017	7899557	Samera Esmeir	Samera	University of California, Berkeley
2019	10019840	Samira Ali Atallah	Samira	Lebanese Center for Policy Studies
2018	9053541	Sammy Zeyad Badran	Sammy	Saint Martin's University
2019	10226316	Samson Yuen	Samson	Lingnan University
2020	11302664	Samson Yuen	Samson	Hong Kong Baptist University
2021	13091625	Samson Yuen	Samson	Hong Kong Baptist University
2015	5657948	Samuel A. Chambers	Samuel	Johns Hopkins University
2017	7946559	Samuel A. Chambers	Samuel	Johns Hopkins University
2019	10037601	Samuel A. Chambers	Samuel	Johns Hopkins University
2015	5639658	Samuel A. Greene	Samuel	King's College London
2016	6864301	Samuel A. Greene	Samuel	King's College London
2017	7892670	Samuel A. Greene	Samuel	King's College London
2018	9034836	Samuel A. Greene	Samuel	King's College London
2019	10089964	Samuel A. Greene	Samuel	King's College London
2020	11304772	Samuel A. Greene	Samuel	King's College London
2021	13108216	Samuel A. Greene	Samuel	King's College London
2018	8971619	Samuel Arnold	Samuel	Texas Christian University
2016	6875220	Samuel B. Hoff	Samuel	Delaware State University
2019	10034175	Samuel Baltz	Samuel	University of Michigan
2020	11309686	Samuel Baltz	Samuel	University of Michigan
2021	13090326	Samuel Bestvater	Samuel	The Pennsylvania State University
2016	6864858	Samuel Brazys	Samuel	University College Dublin
2018	8971200	Samuel Brazys	Samuel	University College Dublin
2021	13074858	Samuel Brazys	Samuel	University College Dublin
2018	9325687	Samuel C LaVergne	Samuel	UNC Charlotte
2018	8971217	Samuel C. Rhodes	Samuel	Washington State University
2019	10210813	Samuel David Schmid	Samuel	European University Institute
2021	13091393	Samuel David Schmid	Samuel	Max Planck Institute
2016	6862296	Samuel DeCanio	Samuel	Kings College London
2018	8971224	Samuel DeCanio	Samuel	Kings College London
2019	10112165	Samuel Ely Bagg	Samuel	Oxford University
2020	11281684	Samuel Ely Bagg	Samuel	Nuffield College
2021	13109317	Samuel Ely Bagg	Samuel	Nuffield College
2020	12283092	Samuel Fontaine	Samuel	
2021	13106453	Samuel Fontaine	Samuel	
2018	8950434	Samuel Freeman	Samuel	University of Pennsylvania
2021	13006534	Samuel Freeman	Samuel	University of Pennsylvania
2021	13106333	Samuel Fuller	Samuel	University of California, Davis
2020	12762818	Samuel G. Smith	Samuel	
2019	10110238	Samuel G. Zeitlin	Samuel	University of Chicago
2020	11280041	Samuel Garrett Zeitlin	Samuel	Corpus Christi College, University of Cambridge
2021	13073937	Samuel Garrett Zeitlin	Samuel	Corpus Christi College, University of Cambridge
2016	6870042	Samuel Goldman	Samuel	George Washington University
2018	8969199	Samuel Goldman	Samuel	George Washington University
2019	10035834	Samuel Goldman	Samuel	George Washington University
2021	13017766	Samuel Goldman	Samuel	George Washington University
2018	8971233	Samuel Handlin	Samuel	Swarthmore College
2019	10116721	Samuel Handlin	Samuel	Swarthmore College
2020	11285610	Samuel Handlin	Samuel	Swarthmore College
2021	13078900	Samuel Handlin	Samuel	Swarthmore College
2019	10231643	Samuel Hayat	Samuel	CNRS
2017	7957602	Samuel J Barkin	Samuel	University of Massachusetts Boston
2020	12282848	Samuel Jens	Samuel	Stony Brook University
2018	9034641	Samuel Kernell	Samuel	University of California, San Diego
2021	13078830	Samuel Kernell	Samuel	University of California, San Diego
2021	13398454	Samuel Leone	Samuel	University of California - Berkeley
2021	13398730	Samuel Morgan	Samuel	University of California, Irvine
2016	6945960	Samuel Moyn	Samuel	Harvard University
2018	9049697	Samuel Moyn	Samuel	Yale University
2019	10227703	Samuel Piccolo	Samuel	
2018	9038648	Samuel Plapinger	Samuel	University of Virginia
2019	10100068	Samuel Popkin	Samuel	
2020	12770884	Samuel Postell	Samuel	
2021	13107753	Samuel Postell	Samuel	
2021	13088174	Samuel R. Galloway	Samuel	Purchase College
2016	6867825	Samuel R. Greene	Samuel	National Defense College
2019	10113513	Samuel R. Greene	Samuel	Shepherd University
2021	13076474	Samuel R. Greene	Samuel	Shepherd University
2021	13130558	Samuel Ritholtz	Samuel	University of Oxford
2017	7904896	Samuel S. Stanton	Samuel	Grove City College
2019	10101643	Samuel S. Stanton	Samuel	Grove City College
2021	13097919	Samuel S. Stanton	Samuel	Grove City College
2019	10380288	Samuel S.-H. Wang	Samuel	Princeton University
2019	10114121	Samuel Sprunk	Samuel	Catholic University of America
2021	13072749	Samuel Warren Washburn Mead	Samuel	University of Texas, Austin
2019	10037329	Samuel Workman	Samuel	University of Oklahoma
2021	13090346	Samuel Workman	Samuel	University of Oklahoma
2020	12277968	Samuel Zacher	Samuel	
2016	6950429	Sana Jaffrey	Sana	University of Chicago
2019	10089477	Sana Jaffrey	Sana	University of Chicago
2020	11211904	Sana Jaffrey	Sana	Carnegie Endowment for International Peace
2021	13379123	Sandip Sukhtankar	Sandip	University of Virginia
2018	8972468	Sandipto Dasgupta	Sandipto	Ashoka University
2019	10112077	Sandor Fabian	Sandor	University of Central Florida
2021	13075323	Sandor Fabian	Sandor	University of Central Florida
2019	10034833	Sandra Botero	Sandra	Universidad del Rosario
2019	10026719	Sandra BREUX	Sandra	
2017	7906626	Sandra C. Alvarez	Sandra	Chapman University
2020	12274963	Sandra Grahn	Sandra	University of Gothenburg
2018	9020375	Sandra Gustafson	Sandra	
2020	11197389	Sandra Harvey	Sandra	University of California, Irvine
2015	5643718	Sandra Jessica Ley Gutierrez	Sandra	CIDE
2019	10086392	Sandra Jessica Ley Gutierrez	Sandra	CIDE
2020	12999416	Sandra Lawrence	Sandra	
2018	8948875	Sandra Leon	Sandra	UNIVERSITY OF YORK
2018	8970906	Sandra Leon Alfonso	Sandra	
2017	7957371	Sandra Leonie Field	Sandra	Yale-NUS College
2019	10108129	Sandra Leonie Field	Sandra	Yale-NUS College
2020	12276346	Sandra Morgenstern	Sandra	University of Konstanz
2019	10114380	Sandra Tombe	Sandra	George Mason University
2021	13106488	Sandra Tombe	Sandra	George Mason University
2015	5463622	Sandrine Berges	Sandrine	
2017	7865143	Sandrine Berges	Sandrine	Bilkent University
2018	8970889	Sandrine Berges	Sandrine	Bilkent University
2020	11212077	Sandrine Berges	Sandrine	Bilkent University
2018	9309017	Sandrine Leveque	Sandrine	Lyon 2 University
2017	7904352	Sanford C. Gordon	Sanford	New York University
2018	8970919	Sanford C. Gordon	Sanford	New York University
2016	6858204	Sanford F. Schram	Sanford	Hunter College, CUNY
2017	7926202	Sanford F. Schram	Sanford	Hunter College, CUNY
2018	8970921	Sanford F. Schram	Sanford	Hunter College, CUNY
2019	10109462	Sanford F. Schram	Sanford	Hunter College, CUNY
2020	11279371	Sanford F. Schram	Sanford	Hunter College, CUNY
2021	13073342	Sanford F. Schram	Sanford	Hunter College, CUNY
2015	5606654	Sanford Levinson	Sanford	University of Texas, Austin
2016	6878598	Sanford Levinson	Sanford	University of Texas, Austin
2019	10109501	Sanford Levinson	Sanford	University of Texas, Austin
2020	11279402	Sanford Levinson	Sanford	University of Texas, Austin
2021	13398785	Sang Yup Lee	Sang Yup	Yonsei University
2021	13053664	Sang-Hwan Lee	Sang-Hwan	Hankuk University of Foreign Studies
2015	5658079	Sangay K. Mishra	Sangay	Drew University, New Jersey
2016	6862609	Sangay K. Mishra	Sangay	Drew University, New Jersey
2018	8960931	Sangay K. Mishra	Sangay	Drew University, New Jersey
2019	10130617	Sangay K. Mishra	Sangay	Drew University, New Jersey
2020	11298782	Sangay K. Mishra	Sangay	Drew University, New Jersey
2019	10111193	Sangeun Cecilia Kim	Sangeun	Vanderbilt University
2021	13074673	Sangeun Kim	Sangeun	Vanderbilt University
2019	10052632	Sanghamitra Bandyopadhyay	Sanghamitra	London School of Economics
2021	13030474	Sanghoon Kim-Leffingwell	Sanghoon	University of Illinois at Urbana-Champaign
2019	10233822	Sangkuk Lee	Sangkuk	
2018	9034239	Sangmi Jeong	Sangmi	University of Arizona
2019	10118033	Sangmi Jeong	Sangmi	University of Arizona
2020	12274317	Sania Mariam	Sania	
2018	8960954	Sanja Badanjak	Sanja	University of Edinburgh
2016	6861751	Sanjay Ruparelia	Sanjay	New School for Social Research
2020	11298701	Sanjay Ruparelia	Sanjay	Ryerson University
2021	13087977	Sanjay Ruparelia	Sanjay	Ryerson University
2019	10108266	Sanjeevini Badigar Lokhande	Sanjeevini	Temple University
2020	11311487	Sanjida Amin	Sanjida	University of Toronto
2021	13101328	Sanjida Amin	Sanjida	University of Toronto
2021	13106408	Sanjukta Paul	Sanjukta	Wayne State University
2021	13105599	Sanne van Oosten	Sanne	University of Amsterdam
2020	11204436	Sanne Verschuren	Sanne	Brown University
2021	13107892	Sanne Verschuren	Sanne	Brown University
2019	10108774	Sansar Tsakhirmaa	Sansar	Johns Hopkins University
2016	6866771	Santiago Alles	Santiago	Rice University
2017	7911490	Santiago Alles	Santiago	Rice University
2018	9022721	Santiago Anria	Santiago	Dickinson College
2019	10079848	Santiago Anria	Santiago	Dickinson College
2020	11252047	Santiago Anria	Santiago	Dickinson College
2021	13049606	Santiago Anria	Santiago	Dickinson College
2020	11285618	Santiago Lopez Alvarez	Santiago	Rice University
2018	8960973	Santiago López-Cariboni	Santiago	Catholic University of Uruguay
2019	10113859	Santiago López-Cariboni	Santiago	Universidad Católica del Uruguay
2020	11310941	Santiago López-Cariboni	Santiago	Universidad de la República
2021	13099191	Santiago López-Cariboni	Santiago	Universidad de la República
2019	10111480	Santiago Lujan Cunial	Santiago	University of Pennsylvania
2020	11281082	Santiago Lujan Cunial	Santiago	University of Pennsylvania
2019	10102174	Santiago Miguel Pinto	Santiago	Federal Reserve Bank of Richmond
2020	11272816	Santiago Miguel Pinto	Santiago	Federal Reserve Bank of Richmond
2015	5645885	Santiago Olivella	Santiago	Princeton University
2016	6865258	Santiago Olivella	Santiago	Princeton University
2018	9034374	Santiago Olivella	Santiago	Princeton University
2020	11261122	Santiago Olivella	Santiago	University of North Carolina
2021	13108474	Santiago Olivella	Santiago	University of North Carolina
2019	10114464	Santiago Perez Vincent	Santiago	Universita Bocconi
2021	13398415	Santiago Tobon	Santiago	Universidad EAFIT
2020	12143995	Santosh Sapkota	Santosh	
2018	8966289	Sanya Carley	Sanya	Indiana University
2015	5507818	Saori N. Katada	Saori	University of Southern California
2016	6860090	Saori N. Katada	Saori	University of Southern California
2017	7928749	Saori N. Katada	Saori	University of Southern California
2019	10082264	Saori N. Katada	Saori	University of Southern California
2021	13051599	Saori N. Katada	Saori	University of Southern California
2019	10090576	Sara A. Newland	Sara	Smith College
2021	13058374	Sara A. Newland	Sara	Smith College
2015	5659216	Sara Angevine	Sara	Whittier College
2016	6865596	Sara Angevine	Sara	Whittier College
2017	7958391	Sara Angevine	Sara	Whittier College
2018	8970922	Sara Angevine	Sara	Whittier College
2019	10037331	Sara Angevine	Sara	Whittier College
2020	11212140	Sara Angevine	Sara	Whittier College
2021	13104661	Sara Angevine	Sara	Whittier College
2018	9032007	Sara B Hobolt	Sara	London Scool of Economics
2019	10052079	Sara B Hobolt	Sara	London School of Economics
2021	13108444	Sara B Hobolt	Sara	London School of Economics
2019	10182840	Sara Belligoni	Sara	University of Central Florida
2021	13089683	Sara Bentivegna	Sara	"University of Rome ""Sapienza"""
2021	13397983	Sara Berry	Sara	
2017	7955136	Sara Bjerg Moller	Sara	Seton Hall University
2018	8960689	Sara Bjerg Moller	Sara	Seton Hall University
2017	7943693	Sara C. Benesh	Sara	University of Wisconsin, Milwaukee
2021	13146005	Sara Constantino	Sara	Princeton University
2018	9311697	Sara Cools	Sara	
2015	5643980	Sara E. Dahill-Brown	Sara	Wake Forest University
2018	9001733	Sara E. Dahill-Brown	Sara	Wake Forest University
2021	13036648	Sara E. Dahill-Brown	Sara	Wake Forest University
